Index,year,exposure,business.type,driver.age,driver.gender,marital.status,yrs.licensed,ncd.level,region,body.code,vehicle.age,vehicle.value,no.seats,cubic.cent,horse.power,weight,length,width,height,fuel.type,prior.claims,claim.count,claim.incurred
36569,2016,0.083333333,NB,42,Male,Married,1,1,14,D,0,30.918,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
36570,2016,0.083333333,NB,36,Male,Married,1,5,32,G,4,32.733,8,2148,109,1917,4.748,1.901,1.902,Diesel,0,0,0
36571,2017,0.083333333,NB,31,Male,Married,1,1,31,C,3,23,5,2477,100,1750,4.935,1.725,1.8,Diesel,0,0,0
36572,2016,0.083333333,NB,53,Male,Married,2,1,29,C,5,22.4,5,2498,109,1710,5.012,1.75,1.75,Diesel,0,0,0
36573,2017,0.166666667,NB,33,Female,Married,1,1,18,A,0,28.7,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,0,0
36574,2016,0.916666667,NB,33,Female,Married,1,1,18,A,0,28.7,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,0,0
36575,2017,0.166666667,RB,52,Male,Married,2,4,36,G,1,18.25,5,1248,75,1090,3.864,1.716,1.721,Diesel,0,0,0
36576,2016,0.916666667,RB,52,Male,Married,2,4,36,G,1,18.25,5,1248,75,1090,3.864,1.716,1.721,Diesel,0,0,0
36577,2017,0.166666667,RB,54,Male,Married,2,6,36,A,5,14.765,5,1461,70,1085,4.035,1.663,1.855,Diesel,3,0,0
36578,2016,0.666666667,NB,54,Male,Married,2,6,36,D,2,18.05,2,1461,65,1120,4.035,1.672,1.825,Diesel,3,0,0
36579,2017,0.083333333,NB,54,Male,Married,2,6,38,D,2,18.05,2,1461,65,1120,4.035,1.672,1.825,Diesel,3,1,204.69
36580,2016,0.25,RB,54,Male,Married,2,6,36,A,5,14.765,5,1461,70,1085,4.035,1.663,1.855,Diesel,3,0,0
36581,2017,0.166666667,NB,43,Male,Married,1,3,32,E,0,25.35,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
36582,2016,0.916666667,NB,43,Male,Married,1,3,32,E,0,25.35,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
36583,2017,0.166666667,NB,41,Male,Married,1,1,20,F,5,15.7,3,2476,94,1440,4.795,1.74,1.965,Diesel,0,0,0
36584,2016,0.916666667,NB,41,Male,Married,1,1,20,F,5,15.7,3,2476,94,1440,4.795,1.74,1.965,Diesel,0,0,0
36585,2017,0.166666667,NB,47,Male,Married,5,6,32,D,2,23.5,6,2497,170,2004,5.125,1.92,1.935,Diesel,1,0,0
36586,2016,0.916666667,NB,47,Male,Married,5,6,32,D,2,23.5,6,2497,170,2004,5.125,1.92,1.935,Diesel,1,0,0
36587,2017,0.166666667,RB,40,Male,Married,2,3,9,A,4,16.6,5,1251,70,1385,4.159,1.714,1.81,Diesel,0,0,0
36588,2017,0.916666667,RB,40,Male,Married,2,3,9,A,4,16.6,5,1251,70,1385,4.159,1.714,1.81,Diesel,0,0,0
36589,2017,0.083333333,NB,67,Male,Married,2,3,32,A,4,16.6,5,1251,70,1385,4.159,1.714,1.81,Diesel,0,0,0
36590,2016,1,NB,67,Male,Married,2,3,32,A,4,16.6,5,1251,70,1385,4.159,1.714,1.81,Diesel,0,0,0
36591,2017,0.166666667,NB,38,Female,Married,1,1,6,D,0,33.4,2,1598,105,1370,4.74,1.832,1.88,Diesel,0,0,0
36592,2016,0.75,NB,38,Female,Married,1,1,6,D,0,33.4,2,1598,105,1370,4.74,1.832,1.88,Diesel,0,0,0
36593,2017,0.166666667,NB,38,Female,Married,1,1,20,D,0,33.4,2,1598,105,1370,4.74,1.832,1.88,Diesel,0,1,113.4
36594,2016,0.166666667,NB,31,Male,Married,3,1,36,H,0,19.35,2,1461,70,1140,4.247,1.74,1.525,Diesel,2,0,0
36595,2017,0.916666667,NB,31,Male,Married,3,1,36,H,0,19.35,2,1461,70,1140,4.247,1.74,1.525,Diesel,2,0,0
36596,2017,0.166666667,NB,29,Male,Single,1,1,36,E,0,31.5,5,1461,105,1425,4.213,1.83,1.84,Diesel,0,0,0
36597,2016,0.916666667,NB,29,Male,Single,1,1,36,E,0,31.5,5,1461,105,1425,4.213,1.83,1.84,Diesel,0,0,0
36598,2016,0.166666667,NB,29,Male,Married,1,1,32,A,0,23.65,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
36599,2017,0.916666667,NB,29,Male,Married,1,1,32,A,0,23.65,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
36600,2016,0.166666667,NB,60,Male,Married,2,1,32,A,0,22.55,4,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
36601,2017,0.916666667,NB,60,Male,Married,2,1,32,A,0,22.55,4,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
36602,2016,0.166666667,NB,56,Male,Married,1,4,34,A,6,13.7,5,1251,70,1385,4.159,1.714,1.81,Diesel,0,0,0
36603,2017,0.916666667,NB,56,Male,Married,1,4,34,A,6,13.7,5,1251,70,1385,4.159,1.714,1.81,Diesel,0,0,0
36604,2016,0.166666667,RB,32,Male,Married,2,3,29,A,5,14.765,5,1461,70,1085,4.035,1.663,1.855,Diesel,0,0,0
36605,2017,0.333333333,RB,32,Male,Married,2,3,29,A,5,14.765,5,1461,70,1085,4.035,1.663,1.855,Diesel,0,0,0
36606,2016,0.666666667,RB,32,Male,Married,2,3,29,A,5,17,5,1461,70,1085,4.035,1.663,1.855,Diesel,0,0,0
36607,2017,0.166666667,NB,51,Female,Married,1,1,9,E,4,15,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
36608,2016,0.916666667,NB,51,Female,Married,1,1,9,E,4,15,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
36609,2017,0.166666667,NB,51,Male,Married,3,1,20,A,0,27.907,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
36610,2017,0.916666667,NB,51,Male,Married,3,1,20,A,0,27.907,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
36611,2016,0.166666667,NB,29,Male,Married,2,1,2,C,2,27.093,5,2477,136,1760,5.075,1.75,1.775,Diesel,0,0,0
36612,2017,0.916666667,NB,29,Male,Married,2,1,2,C,2,27.093,5,2477,136,1760,5.075,1.75,1.775,Diesel,0,0,0
36613,2016,0.166666667,RB,62,Male,Married,5,6,29,C,6,23.3,5,2499,143,1870,5.012,1.81,1.76,Diesel,1,0,0
36614,2017,0.916666667,RB,62,Male,Married,5,6,29,C,6,23.3,5,2499,143,1870,5.012,1.81,1.76,Diesel,1,0,0
36615,2016,0.166666667,RB,37,Female,Married,4,6,29,D,6,12.85,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36616,2017,0.916666667,RB,37,Female,Married,4,6,29,D,6,12.85,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36617,2016,0.166666667,NB,51,Male,Married,1,1,29,A,0,27,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,0,0
36618,2017,0.916666667,NB,51,Male,Married,1,1,29,A,0,27,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,0,0
36619,2017,0.166666667,NB,26,Male,Single,1,1,14,A,0,38.15,5,1598,105,1420,4.39,1.832,1.845,Diesel,0,0,0
36620,2017,0.916666667,NB,26,Male,Single,1,1,14,A,0,38.15,5,1598,105,1420,4.39,1.832,1.845,Diesel,0,0,0
36621,2016,0.166666667,NB,29,Male,Married,2,3,18,A,4,13.6,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
36622,2017,0.916666667,NB,29,Male,Married,2,3,18,A,4,13.6,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,1,19.2
36623,2016,0.166666667,NB,44,Male,Married,5,6,32,E,3,15.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
36624,2017,0.916666667,NB,44,Male,Married,5,6,32,E,3,15.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
36625,2016,0.166666667,NB,54,Male,Married,1,1,14,A,6,11.95,5,1753,75,1400,4.278,1.795,1.739,Diesel,0,0,0
36626,2017,0.916666667,NB,54,Male,Married,1,1,14,A,6,11.95,5,1753,75,1400,4.278,1.795,1.739,Diesel,0,0,0
36627,2016,0.166666667,NB,28,Male,Married,1,1,29,E,4,17.252,5,1870,100,1764,4.782,1.904,1.959,Diesel,0,0,0
36628,2017,0.916666667,NB,28,Male,Married,1,1,29,E,4,17.252,5,1870,100,1764,4.782,1.904,1.959,Diesel,0,0,0
36629,2017,0.166666667,NB,60,Male,Married,2,3,29,D,6,12.85,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36630,2016,0.916666667,NB,60,Male,Married,2,3,29,D,6,12.85,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36631,2017,0.166666667,NB,33,Male,Married,1,1,36,A,0,30.9,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,0,0
36632,2016,0.916666667,NB,33,Male,Married,1,1,36,A,0,30.9,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,0,0
36633,2017,0.083333333,NB,50,Male,Married,3,4,36,A,1,20.85,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
36634,2017,1,NB,50,Male,Married,3,4,36,A,1,20.85,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
36635,2016,0.083333333,NB,54,Male,Married,2,3,32,A,4,17.8,5,1753,90,1440,4.525,1.795,1.906,Diesel,0,0,0
36636,2017,1,NB,54,Male,Married,2,3,32,A,4,17.8,5,1753,90,1440,4.525,1.795,1.906,Diesel,0,0,0
36637,2016,0.083333333,NB,66,Male,Married,3,3,32,D,2,18.4,2,1248,75,1270,4.253,1.722,1.831,Diesel,0,0,0
36638,2017,1,NB,66,Male,Married,3,3,32,D,2,18.4,2,1248,75,1270,4.253,1.722,1.831,Diesel,0,0,0
36639,2016,0.083333333,RB,50,Male,Married,5,6,32,A,6,14.8,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
36640,2017,1,RB,50,Male,Married,5,6,32,A,6,14.8,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
36641,2016,0.083333333,NB,39,Male,Married,1,4,32,E,1,20.7,5,1248,75,1320,4.253,1.722,1.831,Diesel,2,0,0
36642,2017,1,NB,39,Male,Married,1,4,32,E,1,20.7,5,1248,75,1320,4.253,1.722,1.831,Diesel,2,0,0
36643,2016,0.083333333,NB,62,Female,Widow,1,1,32,E,0,31.5,5,1461,105,1425,4.213,1.83,1.84,Diesel,0,0,0
36644,2017,1,NB,62,Female,Widow,1,1,32,E,0,31.5,5,1461,105,1425,4.213,1.83,1.84,Diesel,0,0,0
36645,2016,0.083333333,RB,32,Male,Married,3,4,36,D,1,21,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36646,2017,1,RB,32,Male,Married,3,4,36,D,1,21,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36647,2016,0.083333333,RB,39,Male,Married,5,4,29,D,1,24,5,1461,85,1389,4.213,1.83,1.84,Diesel,2,0,0
36648,2017,1,RB,39,Male,Married,5,4,29,D,1,24,5,1461,85,1389,4.213,1.83,1.84,Diesel,2,0,0
36649,2016,0.083333333,NB,28,Male,Married,3,3,32,A,0,21.2,5,1753,75,1485,4.297,1.795,1.814,Diesel,2,0,0
36650,2017,1,NB,28,Male,Married,3,3,32,A,0,21.2,5,1753,75,1485,4.297,1.795,1.814,Diesel,2,0,0
36651,2016,0.166666667,NB,45,Male,Married,1,1,32,E,3,15.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
36652,2017,0.916666667,NB,45,Male,Married,1,1,32,E,3,15.5,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
36653,2016,0.083333333,NB,29,Male,Married,1,1,32,E,4,15.2,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
36654,2017,1,NB,29,Male,Married,1,1,32,E,4,15.2,5,1910,105,1330,4.253,1.722,1.831,Diesel,0,0,0
36655,2016,0.083333333,NB,42,Male,Married,1,1,33,B,6,10.4,3,2476,100,1785,5.415,1.82,1.9,Diesel,0,0,0
36656,2017,1,NB,42,Male,Married,1,1,33,B,6,10.4,3,2476,100,1785,5.415,1.82,1.9,Diesel,0,0,0
36657,2016,0.083333333,RB,40,Male,Married,2,4,20,E,7,13.2,2,1753,75,1435,4.525,1.795,1.906,Diesel,0,0,0
36658,2017,1,RB,40,Male,Married,2,4,20,E,7,13.2,2,1753,75,1435,4.525,1.795,1.906,Diesel,0,0,0
36659,2016,0.083333333,RB,30,Male,Married,3,4,32,A,4,14,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
36660,2017,1,RB,30,Male,Married,3,4,32,A,4,14,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
36661,2016,0.083333333,NB,48,Male,Married,5,1,12,F,2,22.3,3,2476,94,1440,4.795,1.74,1.965,Diesel,0,0,0
36662,2017,1,NB,48,Male,Married,5,1,12,F,2,22.3,3,2476,94,1440,4.795,1.74,1.965,Diesel,0,1,270.85
36663,2016,0.083333333,NB,36,Male,Married,2,4,12,B,5,11.1,3,2476,100,1785,5.415,1.82,1.9,Diesel,0,0,0
36664,2017,1,NB,36,Male,Married,2,4,12,B,5,11.1,3,2476,100,1785,5.415,1.82,1.9,Diesel,0,0,0
36665,2016,0.083333333,NB,39,Male,Married,4,6,36,A,3,19.9,5,1560,90,1240,4.137,1.724,1.819,Diesel,1,0,0
36666,2017,1,NB,39,Male,Married,4,6,36,A,3,19.9,5,1560,90,1240,4.137,1.724,1.819,Diesel,1,0,0
36667,2016,0.083333333,NB,54,Male,Married,5,4,32,D,6,26.45,3,2460,130,1815,4.89,1.904,1.959,Diesel,0,0,0
36668,2017,1,NB,54,Male,Married,5,4,32,D,6,26.45,3,2460,130,1815,4.89,1.904,1.959,Diesel,0,0,0
36669,2016,0.083333333,NB,30,Male,Married,2,3,31,A,0,30.5,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
36670,2017,1,NB,30,Male,Married,2,3,31,A,0,30.5,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
36671,2016,0.666666667,NB,51,Male,Married,3,4,36,A,0,37.27,5,1560,110,1422,4.38,1.81,1.84,Diesel,0,0,0
36672,2017,0.083333333,NB,29,Male,Married,1,1,29,D,3,14.9,3,2476,100,1890,5.035,1.82,1.98,Diesel,0,0,0
36673,2016,1,NB,29,Male,Married,1,1,29,D,3,14.9,3,2476,100,1890,5.035,1.82,1.98,Diesel,0,0,0
36674,2017,0.083333333,NB,48,Male,Married,1,1,36,D,1,21.1,2,1461,85,1130,4.035,1.672,1.825,Diesel,0,0,0
36675,2016,1,NB,48,Male,Married,1,1,36,D,1,21.1,2,1461,85,1130,4.035,1.672,1.825,Diesel,0,0,0
36676,2017,0.083333333,NB,29,Male,Married,5,3,2,C,0,42.99,5,2488,133,1535,5.18,1.825,1.72,Diesel,1,0,0
36677,2016,1,NB,29,Male,Married,5,3,2,C,0,42.99,5,2488,133,1535,5.18,1.825,1.72,Diesel,1,0,0
36678,2017,0.083333333,NB,48,Male,Married,1,1,9,D,5,14.9,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36679,2016,1,NB,48,Male,Married,1,1,9,D,5,14.9,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36680,2017,0.083333333,NB,57,Male,Married,2,1,32,E,4,17.2,5,1248,75,1320,4.253,1.722,1.831,Diesel,3,0,0
36681,2016,1,NB,57,Male,Married,2,1,32,E,4,17.2,5,1248,75,1320,4.253,1.722,1.831,Diesel,3,0,0
36682,2017,0.083333333,NB,30,Female,Married,1,1,20,A,0,22.9,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,0,0
36683,2016,1,NB,30,Female,Married,1,1,20,A,0,22.9,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,0,0
36684,2017,0.083333333,RB,50,Male,Married,5,4,29,A,6,14.05,5,1867,71,1240,4.137,1.724,1.819,Diesel,1,0,0
36685,2016,1,RB,50,Male,Married,5,4,29,A,6,14.05,5,1867,71,1240,4.137,1.724,1.819,Diesel,1,1,54.9
36686,2017,0.083333333,NB,44,Male,Married,3,5,14,E,4,27.55,5,1896,86,1770,4.89,1.904,1.959,Diesel,0,0,0
36687,2016,1,NB,44,Male,Married,3,5,14,E,4,27.55,5,1896,86,1770,4.89,1.904,1.959,Diesel,0,0,0
36688,2017,0.083333333,NB,74,Male,Married,4,3,34,E,0,26.3,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
36689,2016,0.416666667,NB,74,Male,Married,4,3,34,E,0,26.3,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
36690,2017,0.583333333,NB,74,Male,Married,4,3,34,A,0,40.08,5,1598,105,1420,4.39,1.832,1.845,Diesel,1,0,0
36691,2016,0.083333333,NB,49,Male,Married,2,3,32,A,0,23.65,4,1398,70,1190,3.864,1.716,1.721,Diesel,1,0,0
36692,2017,1,NB,49,Male,Married,2,3,32,A,0,23.65,4,1398,70,1190,3.864,1.716,1.721,Diesel,1,0,0
36693,2016,0.083333333,RB,47,Male,Married,5,6,32,A,3,22.85,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
36694,2017,1,RB,47,Male,Married,5,6,32,A,3,22.85,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
36695,2016,0.083333333,RB,42,Female,Married,2,3,32,C,6,20.8,5,2488,133,1665,5.09,1.825,1.83,Diesel,0,0,0
36696,2017,1,RB,42,Female,Married,2,3,32,C,6,20.8,5,2488,133,1665,5.09,1.825,1.83,Diesel,0,0,0
36697,2017,0.083333333,NB,47,Male,Married,4,4,33,D,6,12.7,2,1910,105,1310,4.159,1.714,1.82,Diesel,4,0,0
36698,2016,1,NB,47,Male,Married,4,4,33,D,6,12.7,2,1910,105,1310,4.159,1.714,1.82,Diesel,4,0,0
36699,2017,0.083333333,NB,43,Male,Married,2,1,20,E,3,15.2,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
36700,2017,1,NB,43,Male,Married,2,1,20,E,3,15.2,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
36701,2016,0.083333333,RB,53,Male,Married,5,6,31,D,4,15.7,2,1867,71,1175,4.137,1.724,1.819,Diesel,0,0,0
36702,2017,1,RB,53,Male,Married,5,6,31,D,4,15.7,2,1867,71,1175,4.137,1.724,1.819,Diesel,0,0,0
36703,2016,1,NB,45,Female,Married,3,1,32,D,1,21.2,2,1248,75,1320,4.633,1.722,1.817,Diesel,3,1,396.43
36704,2017,0.083333333,RB,61,Male,Married,4,6,33,C,4,37,5,2488,171,2041,5.22,1.85,1.774,Diesel,0,0,0
36705,2016,1,RB,61,Male,Married,4,6,33,C,4,37,5,2488,171,2041,5.22,1.85,1.774,Diesel,0,0,0
36706,2017,0.083333333,NB,35,Male,Married,1,1,29,A,2,20,5,1560,92,1422,4.38,1.81,1.84,Diesel,0,0,0
36707,2016,1,NB,35,Male,Married,1,1,29,A,2,20,5,1560,92,1422,4.38,1.81,1.84,Diesel,0,1,12.94
36708,2017,0.083333333,NB,55,Male,Married,1,1,32,D,5,11.55,2,1248,75,1270,4.253,1.722,1.831,Diesel,0,1,634.54
36709,2016,1,NB,55,Male,Married,1,1,32,D,5,11.55,2,1248,75,1270,4.253,1.722,1.831,Diesel,0,0,0
36710,2017,0.083333333,NB,50,Male,Married,1,1,34,A,3,18.15,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
36711,2016,1,NB,50,Male,Married,1,1,34,A,3,18.15,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
36712,2017,0.083333333,NB,36,Male,Married,6,1,36,A,3,16.5,5,1867,71,1240,4.137,1.724,1.819,Diesel,5,0,0
36713,2016,1,NB,36,Male,Married,6,1,36,A,3,16.5,5,1867,71,1240,4.137,1.724,1.819,Diesel,5,0,0
36714,2017,0.083333333,NB,36,Male,Married,6,1,36,A,3,17.35,5,1867,71,1240,4.137,1.724,1.819,Diesel,5,0,0
36715,2016,0.083333333,RB,54,Male,Married,2,6,29,D,14,13.5,2,2446,75,1660,4.715,1.8,1.95,Diesel,0,0,0
36716,2017,1,RB,54,Male,Married,2,6,29,D,14,13.5,2,2446,75,1660,4.715,1.8,1.95,Diesel,0,0,0
36717,2016,0.083333333,NB,35,Male,Married,1,1,20,E,0,33.45,5,1248,75,1395,4.633,1.722,1.831,Diesel,0,0,0
36718,2017,1,NB,35,Male,Married,1,1,20,E,0,33.45,5,1248,75,1395,4.633,1.722,1.831,Diesel,0,0,0
36719,2016,0.083333333,NB,49,Male,Married,1,1,32,D,0,18.45,2,1248,75,1090,3.864,1.716,1.721,Diesel,0,0,0
36720,2017,1,NB,49,Male,Married,1,1,32,D,0,18.45,2,1248,75,1090,3.864,1.716,1.721,Diesel,0,0,0
36721,2016,0.083333333,NB,46,Male,Married,3,1,32,E,0,24.15,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
36722,2017,1,NB,46,Male,Married,3,1,32,E,0,24.15,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,1,1868.37
36723,2016,0.083333333,NB,55,Male,Married,2,1,36,A,0,35.84,5,1560,110,1422,4.38,1.81,1.84,Diesel,0,0,0
36724,2017,1,NB,55,Male,Married,2,1,36,A,0,35.84,5,1560,110,1422,4.38,1.81,1.84,Diesel,0,0,0
36725,2016,0.083333333,NB,36,Male,Married,1,1,9,E,3,15.2,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
36726,2017,1,NB,36,Male,Married,1,1,9,E,3,15.2,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,1,895.71
36727,2016,0.083333333,RB,46,Male,Married,3,4,32,D,2,18.6,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,0,0
36728,2017,1,RB,46,Male,Married,3,4,32,D,2,18.6,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,0,0
36729,2017,1,RB,36,Male,Married,2,3,32,A,5,20.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
36730,2016,0.083333333,RB,36,Male,Married,2,3,32,A,5,20.7,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
36731,2017,1,RB,40,Male,Married,2,3,33,F,4,14.65,3,2476,100,1540,5.415,1.82,1.9,Diesel,0,0,0
36732,2017,0.083333333,RB,40,Male,Married,2,3,33,F,4,14.65,3,2476,100,1540,5.415,1.82,1.9,Diesel,0,0,0
36733,2017,0.416666667,NB,36,Male,Married,5,5,32,A,1,30.187,5,1753,110,1485,4.278,1.795,1.739,LPG,2,0,0
36734,2017,0.083333333,NB,36,Male,Married,5,5,32,A,1,30.187,5,1753,110,1485,4.278,1.795,1.739,LPG,2,0,0
36735,2016,0.083333333,RB,27,Male,Married,2,3,29,D,3,21.65,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36736,2017,1,RB,27,Male,Married,2,3,29,D,3,21.65,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36737,2016,1,RB,55,Male,Married,2,3,32,E,3,21.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
36738,2017,0.083333333,RB,55,Male,Married,2,3,32,E,3,21.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
36739,2016,1,NB,48,Male,Married,3,3,32,D,1,27.45,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36740,2017,0.083333333,NB,48,Male,Married,3,3,32,D,1,27.45,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36741,2016,1,NB,41,Male,Married,1,3,32,E,3,21.15,5,1997,90,1285,4.137,1.724,1.924,Diesel,1,0,0
36742,2017,0.083333333,NB,41,Male,Married,1,3,32,E,3,21.15,5,1997,90,1285,4.137,1.724,1.924,Diesel,1,0,0
36743,2017,1,NB,32,Male,Married,4,3,32,H,14,8.526,2,2477,100,1705,5.05,1.695,1.755,Diesel,1,0,0
36744,2017,0.083333333,NB,32,Male,Married,4,3,32,H,14,8.526,2,2477,100,1705,5.05,1.695,1.755,Diesel,1,0,0
36745,2017,1,NB,61,Male,Married,4,5,32,E,7,14.5,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
36746,2018,0.083333333,NB,61,Male,Married,4,5,32,E,7,14.5,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
36747,2018,0.333333333,RB,48,Male,Married,5,6,20,A,4,16.85,5,1753,90,1485,4.297,1.795,1.814,LPG,0,0,0
36748,2017,1,RB,58,Male,Married,3,4,32,A,7,11.45,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
36749,2018,0.083333333,RB,58,Male,Married,3,4,32,A,7,11.45,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
36750,2017,0.083333333,NB,24,Female,Single,2,1,36,A,1,20.85,4,1398,70,1190,3.864,1.716,1.721,Diesel,2,0,0
36751,2018,1,NB,24,Female,Single,2,1,36,A,1,20.85,4,1398,70,1190,3.864,1.716,1.721,Diesel,2,0,0
36752,2016,1,RB,57,Male,Married,6,6,32,D,7,13.05,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
36753,2017,0.083333333,RB,57,Male,Married,6,6,32,D,7,13.05,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
36754,2016,1,RB,71,Male,Married,3,5,36,A,7,17.45,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
36755,2017,0.083333333,RB,71,Male,Married,3,5,36,A,7,17.45,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
36756,2016,1,RB,63,Male,Married,5,5,32,E,4,19.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,1,0,0
36757,2017,0.083333333,RB,63,Male,Married,5,5,32,E,4,19.1,2,1868,70,1175,4.137,1.724,1.815,Diesel,1,0,0
36758,2016,1,RB,35,Male,Married,6,3,12,G,3,36.5,6,1896,105,1815,5.29,1.904,1.959,Diesel,3,0,0
36759,2017,0.083333333,RB,35,Male,Married,6,3,12,G,3,36.5,6,1896,105,1815,5.29,1.904,1.959,Diesel,3,0,0
36760,2016,1,NB,34,Male,Married,1,1,36,A,2,21.25,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,0,0
36761,2017,1,NB,34,Male,Married,5,6,32,A,7,11.15,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
36762,2016,0.083333333,NB,34,Male,Married,5,6,32,A,7,11.15,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
36763,2017,1,NB,57,Male,Married,5,6,29,A,3,22.85,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
36764,2017,1,RB,57,Female,Married,4,4,32,A,2,24.15,5,1461,70,1085,4.035,1.663,1.855,Diesel,0,1,616.23
36765,2017,0.083333333,RB,57,Female,Married,4,4,32,A,2,24.15,5,1461,70,1085,4.035,1.663,1.855,Diesel,0,0,0
36766,2017,1,NB,40,Male,Married,1,1,29,E,0,23.25,5,1248,75,1395,4.633,1.722,1.831,Diesel,0,0,0
36767,2018,0.083333333,NB,50,Male,Married,1,2,32,D,2,20.35,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
36768,2017,0.916666667,NB,50,Male,Married,1,2,32,A,3,18.1,5,1251,70,1385,4.159,1.714,1.81,Diesel,0,0,0
36769,2018,0.083333333,NB,50,Male,Married,1,2,32,A,3,18.1,5,1251,70,1385,4.159,1.714,1.81,Diesel,0,0,0
36770,2016,1,RB,48,Male,Married,2,3,32,A,1,26.85,5,1560,92,1422,4.38,1.81,1.84,Diesel,0,0,0
